body;x-coordinate;y-coordinate;z-coordinate
sun;0.000894979;-0.00421275;-2.81427e-06
jupiter;4.27084;2.49995;-0.106005
saturn;6.68314;6.30637;-0.375463
uranus;14.2548;-13.9091;-0.236508
neptune;16.6426;-25.1082;0.133523
sun;0.000912135;-0.00424167;-3.09915e-06
jupiter;4.25642;2.52503;-0.105786
saturn;6.66806;6.32115;-0.375121
uranus;14.2647;-13.8994;-0.236601
neptune;16.6521;-25.1018;0.133172
sun;0.000929433;-0.00427051;-3.38787e-06
jupiter;4.24187;2.55003;-0.105564
saturn;6.65294;6.3359;-0.374776
uranus;14.2746;-13.8898;-0.236694
neptune;16.6615;-25.0953;0.132822
sun;0.000946873;-0.00429926;-3.68041e-06
jupiter;4.22717;2.57494;-0.105338
saturn;6.63778;6.35062;-0.374429
uranus;14.2845;-13.8801;-0.236787
neptune;16.671;-25.0889;0.132471
sun;0.000964454;-0.00432792;-3.97677e-06
jupiter;4.21234;2.59977;-0.105109
saturn;6.62259;6.3653;-0.37408
uranus;14.2944;-13.8705;-0.236879
neptune;16.6805;-25.0824;0.13212
sun;0.000982176;-0.00435649;-4.27693e-06
jupiter;4.19738;2.62452;-0.104876
saturn;6.60737;6.37996;-0.37373
uranus;14.3043;-13.8608;-0.236972
neptune;16.69;-25.076;0.13177
sun;0.00100004;-0.00438497;-4.5809e-06
jupiter;4.18227;2.64918;-0.10464
saturn;6.59211;6.39458;-0.373377
uranus;14.3142;-13.8511;-0.237065
neptune;16.6994;-25.0695;0.131419
sun;0.00101804;-0.00441336;-4.88865e-06
jupiter;4.16703;2.67375;-0.104401
saturn;6.57682;6.40916;-0.373023
uranus;14.3241;-13.8414;-0.237157
neptune;16.7089;-25.0631;0.131068
sun;0.00103618;-0.00444166;-5.20019e-06
jupiter;4.15166;2.69824;-0.104158
saturn;6.5615;6.42372;-0.372667
uranus;14.334;-13.8317;-0.237249
neptune;16.7184;-25.0566;0.130718
sun;0.00105446;-0.00446986;-5.51551e-06
jupiter;4.13615;2.72264;-0.103912
saturn;6.54614;6.43824;-0.372308
uranus;14.3439;-13.822;-0.237341
neptune;16.7279;-25.0502;0.130367
sun;0.00107288;-0.00449797;-5.83459e-06
jupiter;4.12051;2.74695;-0.103663
saturn;6.53075;6.45273;-0.371948
uranus;14.3537;-13.8123;-0.237433
neptune;16.7373;-25.0437;0.130016
sun;0.00109143;-0.00452599;-6.15742e-06
jupiter;4.10473;2.77117;-0.10341
saturn;6.51533;6.46719;-0.371586
uranus;14.3636;-13.8026;-0.237525
neptune;16.7468;-25.0372;0.129666
sun;0.00111013;-0.00455391;-6.48401e-06
jupiter;4.08882;2.7953;-0.103154
saturn;6.49987;6.48161;-0.371222
uranus;14.3734;-13.7928;-0.237617
neptune;16.7562;-25.0307;0.129315
sun;0.00112895;-0.00458174;-6.81433e-06
jupiter;4.07278;2.81934;-0.102894
saturn;6.48438;6.496;-0.370857
uranus;14.3833;-13.7831;-0.237709
neptune;16.7657;-25.0243;0.128964
sun;0.00114792;-0.00460947;-7.14839e-06
jupiter;4.0566;2.84329;-0.102631
saturn;6.46886;6.51035;-0.370489
uranus;14.3931;-13.7734;-0.2378
neptune;16.7751;-25.0178;0.128613
sun;0.00116702;-0.0046371;-7.48616e-06
jupiter;4.0403;2.86715;-0.102365
saturn;6.4533;6.52468;-0.370119
uranus;14.4029;-13.7636;-0.237892
neptune;16.7846;-25.0113;0.128262
sun;0.00118625;-0.00466463;-7.82764e-06
jupiter;4.02386;2.89091;-0.102096
saturn;6.43772;6.53897;-0.369748
uranus;14.4128;-13.7539;-0.237983
neptune;16.7941;-25.0048;0.127912
sun;0.00120562;-0.00469207;-8.17283e-06
jupiter;4.00729;2.91458;-0.101823
saturn;6.42209;6.55322;-0.369374
uranus;14.4226;-13.7441;-0.238074
neptune;16.8035;-24.9983;0.127561
sun;0.00122513;-0.00471941;-8.5217e-06
jupiter;3.99059;2.93816;-0.101547
saturn;6.40644;6.56745;-0.368999
uranus;14.4324;-13.7343;-0.238165
neptune;16.8129;-24.9918;0.12721
sun;0.00124476;-0.00474665;-8.87426e-06
jupiter;3.97377;2.96164;-0.101267
saturn;6.39075;6.58164;-0.368622
uranus;14.4422;-13.7246;-0.238256
neptune;16.8224;-24.9853;0.126859
sun;0.00126453;-0.00477378;-9.23049e-06
jupiter;3.95681;2.98502;-0.100985
saturn;6.37503;6.59579;-0.368243
uranus;14.452;-13.7148;-0.238347
neptune;16.8318;-24.9788;0.126508
sun;0.00128443;-0.00480082;-9.59038e-06
jupiter;3.93973;3.00831;-0.100699
saturn;6.35928;6.60991;-0.367862
uranus;14.4618;-13.705;-0.238438
neptune;16.8413;-24.9723;0.126157
sun;0.00130446;-0.00482775;-9.95392e-06
jupiter;3.92252;3.0315;-0.100409
saturn;6.34349;6.624;-0.367479
uranus;14.4715;-13.6952;-0.238528
neptune;16.8507;-24.9658;0.125806
sun;0.00132463;-0.00485458;-1.03211e-05
jupiter;3.90518;3.05459;-0.100117
saturn;6.32768;6.63806;-0.367094
uranus;14.4813;-13.6854;-0.238619
neptune;16.8601;-24.9593;0.125455
sun;0.00134492;-0.0048813;-1.06919e-05
jupiter;3.88772;3.07759;-0.0998213
saturn;6.31183;6.65207;-0.366708
uranus;14.4911;-13.6756;-0.238709
neptune;16.8696;-24.9528;0.125104
sun;0.00136534;-0.00490792;-1.10663e-05
jupiter;3.87013;3.10048;-0.0995224
saturn;6.29594;6.66606;-0.366319
uranus;14.5008;-13.6658;-0.238799
neptune;16.879;-24.9463;0.124753
sun;0.00138589;-0.00493444;-1.14444e-05
jupiter;3.85242;3.12327;-0.0992203
saturn;6.28003;6.68001;-0.365929
uranus;14.5106;-13.6559;-0.238889
neptune;16.8884;-24.9397;0.124402
sun;0.00140657;-0.00496085;-1.1826e-05
jupiter;3.83458;3.14597;-0.0989149
saturn;6.26408;6.69393;-0.365536
uranus;14.5203;-13.6461;-0.238979
neptune;16.8978;-24.9332;0.124051
sun;0.00142738;-0.00498716;-1.22112e-05
jupiter;3.81662;3.16856;-0.0986064
saturn;6.2481;6.70781;-0.365142
uranus;14.53;-13.6363;-0.239069
neptune;16.9073;-24.9267;0.1237
sun;0.00144832;-0.00501335;-1.26001e-05
jupiter;3.79853;3.19105;-0.0982948
saturn;6.23209;6.72166;-0.364746
uranus;14.5398;-13.6264;-0.239159
neptune;16.9167;-24.9201;0.123349
sun;0.00146938;-0.00503944;-1.29924e-05
jupiter;3.78033;3.21343;-0.0979799
saturn;6.21605;6.73547;-0.364348
uranus;14.5495;-13.6166;-0.239248
neptune;16.9261;-24.9136;0.122998
sun;0.00149057;-0.00506542;-1.33883e-05
jupiter;3.762;3.23571;-0.0976619
saturn;6.19998;6.74925;-0.363949
uranus;14.5592;-13.6067;-0.239338
neptune;16.9355;-24.9071;0.122647
sun;0.00151188;-0.00509129;-1.37878e-05
jupiter;3.74355;3.25789;-0.0973408
saturn;6.18387;6.763;-0.363547
uranus;14.5689;-13.5969;-0.239427
neptune;16.9449;-24.9005;0.122296
sun;0.00153332;-0.00511706;-1.41908e-05
jupiter;3.72497;3.27996;-0.0970165
saturn;6.16773;6.77671;-0.363143
uranus;14.5786;-13.587;-0.239517
neptune;16.9543;-24.894;0.121944
sun;0.00155488;-0.00514271;-1.45973e-05
jupiter;3.70628;3.30193;-0.0966891
saturn;6.15156;6.79038;-0.362738
uranus;14.5883;-13.5771;-0.239606
neptune;16.9637;-24.8874;0.121593
sun;0.00157656;-0.00516825;-1.50074e-05
jupiter;3.68747;3.32379;-0.0963586
saturn;6.13536;6.80402;-0.362331
uranus;14.598;-13.5672;-0.239695
neptune;16.9731;-24.8808;0.121242
sun;0.00159837;-0.00519368;-1.54209e-05
jupiter;3.66854;3.34554;-0.096025
saturn;6.11913;6.81763;-0.361922
uranus;14.6076;-13.5573;-0.239784
neptune;16.9825;-24.8743;0.120891
sun;0.0016203;-0.00521899;-1.58379e-05
jupiter;3.6495;3.36718;-0.0956882
saturn;6.10286;6.8312;-0.361511
uranus;14.6173;-13.5474;-0.239872
neptune;16.9919;-24.8677;0.12054
sun;0.00164235;-0.00524419;-1.62584e-05
jupiter;3.63033;3.38872;-0.0953485
saturn;6.08657;6.84473;-0.361098
uranus;14.627;-13.5375;-0.239961
neptune;17.0013;-24.8612;0.120188
sun;0.00166452;-0.00526928;-1.66823e-05
jupiter;3.61105;3.41015;-0.0950056
saturn;6.07024;6.85823;-0.360683
uranus;14.6366;-13.5276;-0.24005
neptune;17.0107;-24.8546;0.119837
sun;0.00168681;-0.00529426;-1.71097e-05
jupiter;3.59165;3.43146;-0.0946597
saturn;6.05388;6.87169;-0.360266
uranus;14.6463;-13.5177;-0.240138
neptune;17.0201;-24.848;0.119486
sun;0.00170923;-0.00531912;-1.75405e-05
jupiter;3.57214;3.45267;-0.0943108
saturn;6.03749;6.88512;-0.359848
uranus;14.6559;-13.5078;-0.240226
neptune;17.0295;-24.8414;0.119135
sun;0.00173176;-0.00534386;-1.79748e-05
jupiter;3.55251;3.47376;-0.0939589
saturn;6.02107;6.89851;-0.359428
uranus;14.6655;-13.4979;-0.240315
neptune;17.0389;-24.8348;0.118783
sun;0.0017544;-0.00536849;-1.84124e-05
jupiter;3.53277;3.49475;-0.0936039
saturn;6.00462;6.91187;-0.359006
uranus;14.6752;-13.4879;-0.240403
neptune;17.0483;-24.8283;0.118432
sun;0.00177717;-0.005393;-1.88535e-05
jupiter;3.51292;3.51562;-0.0932459
saturn;5.98814;6.92519;-0.358582
uranus;14.6848;-13.478;-0.240491
neptune;17.0576;-24.8217;0.118081
sun;0.00180005;-0.00541739;-1.9298e-05
jupiter;3.49295;3.53638;-0.092885
saturn;5.97163;6.93848;-0.358156
uranus;14.6944;-13.468;-0.240578
neptune;17.067;-24.8151;0.117729
sun;0.00182305;-0.00544166;-1.97458e-05
jupiter;3.47287;3.55702;-0.092521
saturn;5.95508;6.95173;-0.357728
uranus;14.704;-13.4581;-0.240666
neptune;17.0764;-24.8085;0.117378
sun;0.00184617;-0.00546582;-2.0197e-05
jupiter;3.45268;3.57755;-0.0921541
saturn;5.93851;6.96495;-0.357298
uranus;14.7136;-13.4481;-0.240754
neptune;17.0858;-24.8019;0.117027
sun;0.0018694;-0.00548985;-2.06515e-05
jupiter;3.43238;3.59797;-0.0917843
saturn;5.9219;6.97812;-0.356867
uranus;14.7232;-13.4381;-0.240841
neptune;17.0951;-24.7953;0.116675
sun;0.00189274;-0.00551377;-2.11094e-05
jupiter;3.41197;3.61827;-0.0914115
saturn;5.90527;6.99127;-0.356434
uranus;14.7328;-13.4282;-0.240929
neptune;17.1045;-24.7887;0.116324
sun;0.0019162;-0.00553757;-2.15706e-05
jupiter;3.39145;3.63846;-0.0910358
saturn;5.8886;7.00437;-0.355999
uranus;14.7423;-13.4182;-0.241016
neptune;17.1139;-24.7821;0.115972
sun;0.00193976;-0.00556124;-2.20351e-05
jupiter;3.37082;3.65852;-0.0906572
saturn;5.8719;7.01744;-0.355562
uranus;14.7519;-13.4082;-0.241103
neptune;17.1232;-24.7754;0.115621
sun;0.00196345;-0.00558479;-2.25029e-05
jupiter;3.35008;3.67847;-0.0902757
saturn;5.85518;7.03048;-0.355123
uranus;14.7614;-13.3982;-0.24119
neptune;17.1326;-24.7688;0.115269
sun;0.00198724;-0.00560822;-2.29739e-05
jupiter;3.32924;3.69831;-0.0898913
saturn;5.83842;7.04347;-0.354682
uranus;14.771;-13.3882;-0.241277
neptune;17.142;-24.7622;0.114918
sun;0.00201114;-0.00563153;-2.34483e-05
jupiter;3.30829;3.71802;-0.0895041
saturn;5.82163;7.05644;-0.35424
uranus;14.7805;-13.3782;-0.241364
neptune;17.1513;-24.7556;0.114566
sun;0.00203515;-0.00565471;-2.39259e-05
jupiter;3.28723;3.73762;-0.0891139
saturn;5.80482;7.06936;-0.353796
uranus;14.7901;-13.3681;-0.24145
neptune;17.1607;-24.749;0.114215
sun;0.00205928;-0.00567777;-2.44067e-05
jupiter;3.26607;3.75709;-0.088721
saturn;5.78797;7.08225;-0.35335
uranus;14.7996;-13.3581;-0.241537
neptune;17.17;-24.7423;0.113863
sun;0.00208351;-0.00570071;-2.48908e-05
jupiter;3.24481;3.77645;-0.0883252
saturn;5.77109;7.0951;-0.352902
uranus;14.8091;-13.3481;-0.241623
neptune;17.1794;-24.7357;0.113512
sun;0.00210785;-0.00572352;-2.53781e-05
jupiter;3.22344;3.79569;-0.0879266
saturn;5.75419;7.10792;-0.352452
uranus;14.8186;-13.3381;-0.241709
neptune;17.1887;-24.729;0.11316
sun;0.00213229;-0.0057462;-2.58686e-05
jupiter;3.20197;3.8148;-0.0875252
saturn;5.73725;7.12069;-0.352
uranus;14.8281;-13.328;-0.241795
neptune;17.198;-24.7224;0.112809
sun;0.00215684;-0.00576876;-2.63622e-05
jupiter;3.1804;3.83379;-0.087121
saturn;5.72028;7.13344;-0.351547
uranus;14.8376;-13.318;-0.241882
neptune;17.2074;-24.7158;0.112457
sun;0.0021815;-0.00579119;-2.68591e-05
jupiter;3.15873;3.85266;-0.0867141
saturn;5.70329;7.14614;-0.351092
uranus;14.8471;-13.3079;-0.241967
neptune;17.2167;-24.7091;0.112105
sun;0.00220626;-0.0058135;-2.73591e-05
jupiter;3.13695;3.87141;-0.0863044
saturn;5.68626;7.15881;-0.350634
uranus;14.8566;-13.2978;-0.242053
neptune;17.2261;-24.7024;0.111754
sun;0.00223113;-0.00583567;-2.78622e-05
jupiter;3.11508;3.89003;-0.0858919
saturn;5.66921;7.17144;-0.350176
uranus;14.8661;-13.2878;-0.242139
neptune;17.2354;-24.6958;0.111402
sun;0.0022561;-0.00585772;-2.83685e-05
jupiter;3.0931;3.90853;-0.0854767
saturn;5.65212;7.18403;-0.349715
uranus;14.8756;-13.2777;-0.242224
neptune;17.2447;-24.6891;0.11105
sun;0.00228117;-0.00587964;-2.88779e-05
jupiter;3.07103;3.92691;-0.0850588
saturn;5.63501;7.19659;-0.349252
uranus;14.885;-13.2676;-0.24231
neptune;17.2541;-24.6825;0.110699
sun;0.00230634;-0.00590143;-2.93903e-05
jupiter;3.04886;3.94516;-0.0846382
saturn;5.61787;7.20911;-0.348788
uranus;14.8945;-13.2575;-0.242395
neptune;17.2634;-24.6758;0.110347
sun;0.00233162;-0.00592308;-2.99059e-05
jupiter;3.0266;3.96329;-0.084215
saturn;5.6007;7.22159;-0.348322
uranus;14.9039;-13.2474;-0.24248
neptune;17.2727;-24.6691;0.109995
sun;0.002357;-0.00594461;-3.04246e-05
jupiter;3.00424;3.98129;-0.083789
saturn;5.5835;7.23403;-0.347854
uranus;14.9134;-13.2373;-0.242565
neptune;17.282;-24.6624;0.109644
sun;0.00238247;-0.00596601;-3.09463e-05
jupiter;2.98178;3.99916;-0.0833604
saturn;5.56627;7.24644;-0.347384
uranus;14.9228;-13.2272;-0.24265
neptune;17.2913;-24.6558;0.109292
sun;0.00240805;-0.00598727;-3.1471e-05
jupiter;2.95923;4.0169;-0.0829292
saturn;5.54901;7.25881;-0.346913
uranus;14.9322;-13.2171;-0.242735
neptune;17.3007;-24.6491;0.10894
sun;0.00243372;-0.00600841;-3.19988e-05
jupiter;2.93658;4.03452;-0.0824953
saturn;5.53172;7.27114;-0.346439
uranus;14.9416;-13.207;-0.24282
neptune;17.31;-24.6424;0.108588
sun;0.00245949;-0.00602941;-3.25295e-05
jupiter;2.91385;4.05201;-0.0820588
saturn;5.51441;7.28343;-0.345964
uranus;14.9511;-13.1968;-0.242904
neptune;17.3193;-24.6357;0.108236
sun;0.00248535;-0.00605028;-3.30633e-05
jupiter;2.89101;4.06937;-0.0816198
saturn;5.49706;7.29569;-0.345487
uranus;14.9605;-13.1867;-0.242989
neptune;17.3286;-24.629;0.107885
sun;0.00251132;-0.00607101;-3.36e-05
jupiter;2.86809;4.08661;-0.0811781
saturn;5.47969;7.3079;-0.345008
uranus;14.9699;-13.1765;-0.243073
neptune;17.3379;-24.6223;0.107533
sun;0.00253737;-0.00609161;-3.41398e-05
jupiter;2.84508;4.10371;-0.0807339
saturn;5.46229;7.32008;-0.344528
uranus;14.9792;-13.1664;-0.243157
neptune;17.3472;-24.6156;0.107181
sun;0.00256353;-0.00611208;-3.46824e-05
jupiter;2.82198;4.12068;-0.0802871
saturn;5.44486;7.33223;-0.344045
uranus;14.9886;-13.1562;-0.243241
neptune;17.3565;-24.6089;0.106829
sun;0.00258977;-0.00613241;-3.5228e-05
jupiter;2.79879;4.13753;-0.0798378
saturn;5.4274;7.34433;-0.343561
uranus;14.998;-13.1461;-0.243325
neptune;17.3658;-24.6022;0.106477
sun;0.00261611;-0.0061526;-3.57765e-05
jupiter;2.77551;4.15424;-0.079386
saturn;5.40992;7.3564;-0.343075
uranus;15.0074;-13.1359;-0.243409
neptune;17.3751;-24.5955;0.106125
sun;0.00264254;-0.00617266;-3.6328e-05
jupiter;2.75214;4.17082;-0.0789317
saturn;5.3924;7.36842;-0.342588
uranus;15.0167;-13.1257;-0.243493
neptune;17.3844;-24.5888;0.105773
sun;0.00266906;-0.00619259;-3.68823e-05
jupiter;2.72869;4.18727;-0.0784749
saturn;5.37486;7.38041;-0.342098
uranus;15.0261;-13.1155;-0.243577
neptune;17.3937;-24.5821;0.105421
sun;0.00269567;-0.00621237;-3.74395e-05
jupiter;2.70515;4.20358;-0.0780157
saturn;5.35729;7.39236;-0.341607
uranus;15.0354;-13.1054;-0.24366
neptune;17.403;-24.5753;0.105069
sun;0.00272238;-0.00623202;-3.79995e-05
jupiter;2.68152;4.21977;-0.0775539
saturn;5.33969;7.40428;-0.341114
uranus;15.0447;-13.0952;-0.243743
neptune;17.4123;-24.5686;0.104718
sun;0.00274917;-0.00625154;-3.85624e-05
jupiter;2.65781;4.23582;-0.0770898
saturn;5.32207;7.41615;-0.340619
uranus;15.0541;-13.085;-0.243827
neptune;17.4215;-24.5619;0.104366
sun;0.00277604;-0.00627091;-3.91281e-05
jupiter;2.63402;4.25174;-0.0766232
saturn;5.30442;7.42798;-0.340122
uranus;15.0634;-13.0747;-0.24391
neptune;17.4308;-24.5552;0.104014
sun;0.00280301;-0.00629015;-3.96966e-05
jupiter;2.61015;4.26752;-0.0761542
saturn;5.28674;7.43978;-0.339624
uranus;15.0727;-13.0645;-0.243993
neptune;17.4401;-24.5484;0.103662
sun;0.00283006;-0.00630924;-4.02679e-05
jupiter;2.58619;4.28317;-0.0756828
saturn;5.26903;7.45154;-0.339124
uranus;15.082;-13.0543;-0.244076
neptune;17.4494;-24.5417;0.10331
sun;0.0028572;-0.0063282;-4.0842e-05
jupiter;2.56215;4.29868;-0.0752091
saturn;5.25129;7.46326;-0.338622
uranus;15.0913;-13.0441;-0.244158
neptune;17.4587;-24.5349;0.102958
sun;0.00288443;-0.00634702;-4.14188e-05
jupiter;2.53803;4.31406;-0.074733
saturn;5.23353;7.47494;-0.338118
uranus;15.1006;-13.0338;-0.244241
neptune;17.4679;-24.5282;0.102605
sun;0.00291173;-0.00636569;-4.19984e-05
jupiter;2.51383;4.32931;-0.0742545
saturn;5.21574;7.48658;-0.337612
uranus;15.1099;-13.0236;-0.244324
neptune;17.4772;-24.5214;0.102253
sun;0.00293912;-0.00638423;-4.25807e-05
jupiter;2.48956;4.34441;-0.0737738
saturn;5.19792;7.49818;-0.337105
uranus;15.1192;-13.0133;-0.244406
neptune;17.4865;-24.5147;0.101901
sun;0.0029666;-0.00640263;-4.31658e-05
jupiter;2.4652;4.35938;-0.0732907
saturn;5.18008;7.50975;-0.336596
uranus;15.1284;-13.0031;-0.244488
neptune;17.4957;-24.5079;0.101549
sun;0.00299415;-0.00642088;-4.37535e-05
jupiter;2.44077;4.37422;-0.0728053
saturn;5.16221;7.52127;-0.336085
uranus;15.1377;-12.9928;-0.24457
neptune;17.505;-24.5012;0.101197
sun;0.00302179;-0.006439;-4.43439e-05
jupiter;2.41626;4.38892;-0.0723177
saturn;5.14431;7.53276;-0.335573
uranus;15.1469;-12.9826;-0.244652
neptune;17.5142;-24.4944;0.100845
sun;0.00304951;-0.00645697;-4.49369e-05
jupiter;2.39167;4.40348;-0.0718278
saturn;5.12638;7.5442;-0.335059
uranus;15.1562;-12.9723;-0.244734
neptune;17.5235;-24.4876;0.100493
sun;0.0030773;-0.00647479;-4.55327e-05
jupiter;2.36702;4.4179;-0.0713356
saturn;5.10843;7.55561;-0.334543
uranus;15.1654;-12.962;-0.244816
neptune;17.5327;-24.4809;0.100141
sun;0.00310518;-0.00649248;-4.6131e-05
jupiter;2.34228;4.43218;-0.0708412
saturn;5.09045;7.56698;-0.334025
uranus;15.1746;-12.9517;-0.244898
neptune;17.542;-24.4741;0.0997886
sun;0.00313313;-0.00651002;-4.67319e-05
jupiter;2.31748;4.44633;-0.0703447
saturn;5.07245;7.5783;-0.333505
uranus;15.1839;-12.9414;-0.244979
neptune;17.5512;-24.4673;0.0994364
sun;0.00316116;-0.00652742;-4.73355e-05
jupiter;2.2926;4.46033;-0.0698459
saturn;5.05442;7.58959;-0.332984
uranus;15.1931;-12.9311;-0.245061
neptune;17.5605;-24.4605;0.0990842
sun;0.00318927;-0.00654468;-4.79416e-05
jupiter;2.26765;4.4742;-0.0693449
saturn;5.03636;7.60084;-0.332461
uranus;15.2023;-12.9208;-0.245142
neptune;17.5697;-24.4537;0.098732
sun;0.00321745;-0.00656179;-4.85503e-05
jupiter;2.24263;4.48792;-0.0688418
saturn;5.01828;7.61205;-0.331936
uranus;15.2115;-12.9105;-0.245223
neptune;17.579;-24.447;0.0983798
sun;0.0032457;-0.00657875;-4.91615e-05
jupiter;2.21754;4.50151;-0.0683366
saturn;5.00017;7.62322;-0.33141
uranus;15.2207;-12.9002;-0.245304
neptune;17.5882;-24.4402;0.0980275
sun;0.00327403;-0.00659557;-4.97753e-05
jupiter;2.19238;4.51496;-0.0678292
saturn;4.98203;7.63435;-0.330882
uranus;15.2299;-12.8899;-0.245385
neptune;17.5974;-24.4334;0.0976753
sun;0.00330243;-0.00661225;-5.03915e-05
jupiter;2.16715;4.52826;-0.0673197
saturn;4.96387;7.64544;-0.330352
uranus;15.239;-12.8795;-0.245466
neptune;17.6067;-24.4266;0.097323
sun;0.00333091;-0.00662878;-5.10103e-05
jupiter;2.14186;4.54143;-0.0668082
saturn;4.94568;7.65649;-0.32982
uranus;15.2482;-12.8692;-0.245547
neptune;17.6159;-24.4198;0.0969707
sun;0.00335945;-0.00664516;-5.16315e-05
jupiter;2.1165;4.55445;-0.0662946
saturn;4.92747;7.6675;-0.329287
uranus;15.2574;-12.8588;-0.245627
neptune;17.6251;-24.413;0.0966184
sun;0.00338807;-0.0066614;-5.22552e-05
jupiter;2.09107;4.56733;-0.0657789
saturn;4.90923;7.67847;-0.328752
uranus;15.2665;-12.8485;-0.245708
neptune;17.6344;-24.4061;0.0962661
sun;0.00341676;-0.00667749;-5.28814e-05
jupiter;2.06558;4.58007;-0.0652611
saturn;4.89096;7.68939;-0.328215
uranus;15.2757;-12.8381;-0.245788
neptune;17.6436;-24.3993;0.0959138
sun;0.00344551;-0.00669344;-5.35099e-05
jupiter;2.04003;4.59267;-0.0647414
saturn;4.87267;7.70028;-0.327676
uranus;15.2848;-12.8278;-0.245868
neptune;17.6528;-24.3925;0.0955615
sun;0.00347433;-0.00670924;-5.41409e-05
jupiter;2.01441;4.60512;-0.0642197
saturn;4.85435;7.71113;-0.327136
uranus;15.2939;-12.8174;-0.245948
neptune;17.662;-24.3857;0.0952091
sun;0.00350322;-0.00672489;-5.47743e-05
jupiter;1.98873;4.61744;-0.0636959
saturn;4.83601;7.72194;-0.326594
uranus;15.3031;-12.807;-0.246028
neptune;17.6712;-24.3789;0.0948568
sun;0.00353218;-0.00674039;-5.541e-05
jupiter;1.96299;4.6296;-0.0631702
saturn;4.81765;7.73271;-0.32605
uranus;15.3122;-12.7966;-0.246108
neptune;17.6804;-24.372;0.0945044
sun;0.0035612;-0.00675574;-5.60481e-05
jupiter;1.93719;4.64163;-0.0626426
saturn;4.79925;7.74344;-0.325505
uranus;15.3213;-12.7863;-0.246188
neptune;17.6897;-24.3652;0.094152
sun;0.00359029;-0.00677095;-5.66885e-05
jupiter;1.91132;4.65351;-0.062113
saturn;4.78084;7.75413;-0.324958
uranus;15.3304;-12.7759;-0.246267
neptune;17.6989;-24.3584;0.0937996
sun;0.00361944;-0.00678601;-5.73312e-05
jupiter;1.8854;4.66525;-0.0615815
saturn;4.76239;7.76477;-0.324409
uranus;15.3395;-12.7655;-0.246347
neptune;17.7081;-24.3515;0.0934472
sun;0.00364865;-0.00680091;-5.79763e-05
jupiter;1.85942;4.67684;-0.0610481
saturn;4.74393;7.77538;-0.323858
uranus;15.3486;-12.755;-0.246426
neptune;17.7173;-24.3447;0.0930947
sun;0.00367793;-0.00681567;-5.86236e-05
jupiter;1.83339;4.68829;-0.0605128
saturn;4.72544;7.78595;-0.323306
uranus;15.3576;-12.7446;-0.246505
neptune;17.7265;-24.3378;0.0927423
sun;0.00370726;-0.00683028;-5.92732e-05
jupiter;1.8073;4.69959;-0.0599757
saturn;4.70692;7.79647;-0.322752
uranus;15.3667;-12.7342;-0.246584
neptune;17.7357;-24.331;0.0923898
sun;0.00373666;-0.00684474;-5.99251e-05
jupiter;1.78115;4.71075;-0.0594367
saturn;4.68838;7.80695;-0.322197
uranus;15.3758;-12.7238;-0.246663
neptune;17.7449;-24.3241;0.0920374
sun;0.00376612;-0.00685905;-6.05791e-05
jupiter;1.75494;4.72177;-0.0588959
saturn;4.66981;7.8174;-0.321639
uranus;15.3848;-12.7133;-0.246742
neptune;17.7541;-24.3173;0.0916849
sun;0.00379564;-0.00687321;-6.12354e-05
jupiter;1.72869;4.73263;-0.0583533
saturn;4.65122;7.8278;-0.32108
uranus;15.3939;-12.7029;-0.246821
neptune;17.7632;-24.3104;0.0913324
sun;0.00382521;-0.00688722;-6.18939e-05
jupiter;1.70238;4.74336;-0.0578089
saturn;4.63261;7.83816;-0.32052
uranus;15.4029;-12.6925;-0.2469
neptune;17.7724;-24.3036;0.0909799
sun;0.00385484;-0.00690108;-6.25546e-05
jupiter;1.67602;4.75393;-0.0572628
saturn;4.61397;7.84848;-0.319957
uranus;15.412;-12.682;-0.246978
neptune;17.7816;-24.2967;0.0906273
sun;0.00388453;-0.00691479;-6.32174e-05
jupiter;1.6496;4.76436;-0.0567149
saturn;4.5953;7.85876;-0.319393
uranus;15.421;-12.6715;-0.247056
neptune;17.7908;-24.2898;0.0902748
sun;0.00391427;-0.00692834;-6.38824e-05
jupiter;1.62314;4.77465;-0.0561652
saturn;4.57662;7.869;-0.318828
uranus;15.43;-12.6611;-0.247135
neptune;17.8;-24.283;0.0899223
sun;0.00394407;-0.00694175;-6.45494e-05
jupiter;1.59662;4.78478;-0.0556138
saturn;4.55791;7.87919;-0.31826
uranus;15.439;-12.6506;-0.247213
neptune;17.8091;-24.2761;0.0895697
sun;0.00397392;-0.006955;-6.52186e-05
jupiter;1.57006;4.79477;-0.0550608
saturn;4.53917;7.88935;-0.317691
uranus;15.448;-12.6401;-0.247291
neptune;17.8183;-24.2692;0.0892171
sun;0.00400383;-0.00696811;-6.58899e-05
jupiter;1.54345;4.80462;-0.054506
saturn;4.52041;7.89946;-0.31712
