body;x-coordinate;y-coordinate;z-coordinate
jupiter;-5.42336;0.55763;0.119007
saturn;-2.64728;8.65801;-0.0449943
uranus;18.0754;-8.67677;-0.266702
neptune;20.8283;-21.6841;-0.0332009
sun;0.0124441;-0.00340978;-0.000302638
jupiter;-5.42652;0.531616;0.119186
saturn;-2.66785;8.65202;-0.0440717
uranus;18.0815;-8.66446;-0.266736
neptune;20.8365;-21.6761;-0.0335549
sun;0.0124522;-0.00338416;-0.00030305
jupiter;-5.42955;0.50559;0.119361
saturn;-2.6884;8.64599;-0.0431488
uranus;18.0876;-8.65214;-0.266769
neptune;20.8447;-21.668;-0.0339089
sun;0.0124602;-0.00335851;-0.000303459
jupiter;-5.43245;0.479552;0.119534
saturn;-2.70893;8.63991;-0.0422256
uranus;18.0937;-8.63982;-0.266803
neptune;20.8529;-21.66;-0.0342629
sun;0.012468;-0.00333284;-0.000303866
jupiter;-5.43522;0.453502;0.119704
saturn;-2.72946;8.63378;-0.0413023
uranus;18.0998;-8.62749;-0.266836
neptune;20.8611;-21.6519;-0.0346169
sun;0.0124757;-0.00330715;-0.00030427
jupiter;-5.43786;0.427441;0.119871
saturn;-2.74996;8.6276;-0.0403787
uranus;18.1059;-8.61516;-0.266869
neptune;20.8692;-21.6439;-0.0349709
sun;0.0124832;-0.00328143;-0.000304671
jupiter;-5.44037;0.401369;0.120035
saturn;-2.77046;8.62138;-0.0394549
uranus;18.112;-8.60282;-0.266902
neptune;20.8774;-21.6358;-0.0353249
sun;0.0124907;-0.00325569;-0.000305069
jupiter;-5.44274;0.375288;0.120197
saturn;-2.79093;8.61512;-0.0385309
uranus;18.118;-8.59049;-0.266935
neptune;20.8856;-21.6278;-0.0356789
sun;0.012498;-0.00322993;-0.000305465
jupiter;-5.44498;0.349198;0.120355
saturn;-2.8114;8.60881;-0.0376067
uranus;18.1241;-8.57814;-0.266968
neptune;20.8938;-21.6197;-0.0360329
sun;0.0125052;-0.00320415;-0.000305858
jupiter;-5.44709;0.323099;0.120511
saturn;-2.83184;8.60245;-0.0366824
uranus;18.1301;-8.5658;-0.267001
neptune;20.902;-21.6116;-0.0363868
sun;0.0125122;-0.00317834;-0.000306249
jupiter;-5.44907;0.296992;0.120663
saturn;-2.85228;8.59605;-0.0357578
uranus;18.1362;-8.55344;-0.267034
neptune;20.9101;-21.6036;-0.0367408
sun;0.0125191;-0.00315252;-0.000306636
jupiter;-5.45092;0.270879;0.120813
saturn;-2.8727;8.5896;-0.034833
uranus;18.1422;-8.54109;-0.267066
neptune;20.9183;-21.5955;-0.0370947
sun;0.0125259;-0.00312668;-0.000307021
jupiter;-5.45264;0.244758;0.120959
saturn;-2.8931;8.5831;-0.033908
uranus;18.1482;-8.52873;-0.267098
neptune;20.9265;-21.5874;-0.0374487
sun;0.0125326;-0.00310082;-0.000307403
jupiter;-5.45422;0.218632;0.121103
saturn;-2.91349;8.57656;-0.0329829
uranus;18.1542;-8.51636;-0.26713
neptune;20.9346;-21.5793;-0.0378026
sun;0.0125391;-0.00307495;-0.000307782
jupiter;-5.45567;0.1925;0.121244
saturn;-2.93386;8.56998;-0.0320576
uranus;18.1602;-8.504;-0.267163
neptune;20.9428;-21.5712;-0.0381566
sun;0.0125455;-0.00304905;-0.000308159
jupiter;-5.45699;0.166363;0.121382
saturn;-2.95421;8.56335;-0.0311321
uranus;18.1662;-8.49162;-0.267194
neptune;20.9509;-21.5632;-0.0385105
sun;0.0125518;-0.00302314;-0.000308533
jupiter;-5.45818;0.140223;0.121517
saturn;-2.97455;8.55667;-0.0302065
uranus;18.1722;-8.47925;-0.267226
neptune;20.9591;-21.5551;-0.0388644
sun;0.0125579;-0.00299722;-0.000308904
jupiter;-5.45924;0.114079;0.121649
saturn;-2.99488;8.54995;-0.0292807
uranus;18.1782;-8.46687;-0.267258
neptune;20.9672;-21.547;-0.0392184
sun;0.0125639;-0.00297127;-0.000309273
jupiter;-5.46017;0.0879323;0.121778
saturn;-3.01519;8.54318;-0.0283547
uranus;18.1841;-8.45448;-0.267289
neptune;20.9754;-21.5389;-0.0395723
sun;0.0125698;-0.00294532;-0.000309638
jupiter;-5.46096;0.0617833;0.121904
saturn;-3.03548;8.53637;-0.0274286
uranus;18.1901;-8.44209;-0.267321
neptune;20.9835;-21.5308;-0.0399262
sun;0.0125755;-0.00291935;-0.000310001
jupiter;-5.46162;0.0356329;0.122028
saturn;-3.05576;8.52951;-0.0265023
uranus;18.196;-8.4297;-0.267352
neptune;20.9917;-21.5227;-0.0402801
sun;0.0125812;-0.00289336;-0.000310361
jupiter;-5.46215;0.0094815;0.122148
saturn;-3.07602;8.52261;-0.0255759
uranus;18.202;-8.4173;-0.267383
neptune;20.9998;-21.5146;-0.040634
sun;0.0125867;-0.00286737;-0.000310719
jupiter;-5.46255;-0.0166702;0.122265
saturn;-3.09626;8.51566;-0.0246494
uranus;18.2079;-8.4049;-0.267414
neptune;21.008;-21.5065;-0.0409879
sun;0.012592;-0.00284136;-0.000311073
jupiter;-5.46282;-0.0428215;0.12238
saturn;-3.11649;8.50867;-0.0237228
uranus;18.2138;-8.3925;-0.267445
neptune;21.0161;-21.4984;-0.0413418
sun;0.0125972;-0.00281534;-0.000311425
jupiter;-5.46296;-0.0689718;0.122491
saturn;-3.1367;8.50163;-0.022796
uranus;18.2197;-8.38009;-0.267476
neptune;21.0242;-21.4903;-0.0416957
sun;0.0126023;-0.00278931;-0.000311774
jupiter;-5.46296;-0.0951205;0.1226
saturn;-3.15689;8.49455;-0.0218691
uranus;18.2256;-8.36767;-0.267507
neptune;21.0323;-21.4821;-0.0420496
sun;0.0126073;-0.00276327;-0.00031212
jupiter;-5.46284;-0.121267;0.122705
saturn;-3.17707;8.48742;-0.0209421
uranus;18.2315;-8.35525;-0.267537
neptune;21.0405;-21.474;-0.0424034
sun;0.0126122;-0.00273721;-0.000312464
jupiter;-5.46258;-0.147411;0.122808
saturn;-3.19723;8.48025;-0.0200149
uranus;18.2374;-8.34283;-0.267567
neptune;21.0486;-21.4659;-0.0427573
sun;0.0126169;-0.00271115;-0.000312805
jupiter;-5.46219;-0.173551;0.122908
saturn;-3.21738;8.47303;-0.0190877
uranus;18.2433;-8.33041;-0.267598
neptune;21.0567;-21.4578;-0.0431111
sun;0.0126215;-0.00268508;-0.000313142
jupiter;-5.46167;-0.199687;0.123004
saturn;-3.2375;8.46577;-0.0181604
uranus;18.2492;-8.31798;-0.267628
neptune;21.0648;-21.4496;-0.043465
sun;0.0126259;-0.00265901;-0.000313478
jupiter;-5.46101;-0.225818;0.123098
saturn;-3.25761;8.45846;-0.017233
uranus;18.255;-8.30554;-0.267658
neptune;21.0729;-21.4415;-0.0438188
sun;0.0126302;-0.00263292;-0.00031381
jupiter;-5.46023;-0.251944;0.123189
saturn;-3.2777;8.45111;-0.0163054
uranus;18.2609;-8.2931;-0.267687
neptune;21.081;-21.4334;-0.0441727
sun;0.0126344;-0.00260683;-0.000314139
jupiter;-5.45931;-0.278064;0.123277
saturn;-3.29778;8.44371;-0.0153778
uranus;18.2667;-8.28066;-0.267717
neptune;21.0891;-21.4252;-0.0445265
sun;0.0126385;-0.00258073;-0.000314466
jupiter;-5.45827;-0.304177;0.123361
saturn;-3.31784;8.43627;-0.0144502
uranus;18.2726;-8.26821;-0.267747
neptune;21.0972;-21.4171;-0.0448803
sun;0.0126424;-0.00255463;-0.00031479
jupiter;-5.45709;-0.330283;0.123443
saturn;-3.33788;8.42878;-0.0135224
uranus;18.2784;-8.25576;-0.267776
neptune;21.1053;-21.409;-0.0452342
sun;0.0126462;-0.00252852;-0.000315111
jupiter;-5.45578;-0.356382;0.123522
saturn;-3.3579;8.42125;-0.0125946
uranus;18.2842;-8.24331;-0.267805
neptune;21.1134;-21.4008;-0.045588
sun;0.0126499;-0.00250241;-0.000315429
jupiter;-5.45434;-0.382471;0.123598
saturn;-3.3779;8.41367;-0.0116667
uranus;18.29;-8.23085;-0.267835
neptune;21.1215;-21.3927;-0.0459418
sun;0.0126534;-0.00247629;-0.000315745
jupiter;-5.45277;-0.408552;0.123671
saturn;-3.39789;8.40605;-0.0107387
uranus;18.2958;-8.21839;-0.267864
neptune;21.1296;-21.3845;-0.0462956
sun;0.0126569;-0.00245017;-0.000316057
jupiter;-5.45107;-0.434623;0.123741
saturn;-3.41786;8.39839;-0.00981071
uranus;18.3016;-8.20592;-0.267893
neptune;21.1377;-21.3764;-0.0466494
sun;0.0126601;-0.00242405;-0.000316367
jupiter;-5.44923;-0.460683;0.123808
saturn;-3.43781;8.39068;-0.00888265
uranus;18.3074;-8.19345;-0.267921
neptune;21.1458;-21.3682;-0.0470032
sun;0.0126633;-0.00239793;-0.000316674
jupiter;-5.44727;-0.486733;0.123872
saturn;-3.45774;8.38292;-0.00795454
uranus;18.3131;-8.18098;-0.26795
neptune;21.1539;-21.36;-0.047357
sun;0.0126663;-0.0023718;-0.000316979
jupiter;-5.44518;-0.512771;0.123933
saturn;-3.47765;8.37513;-0.0070264
uranus;18.3189;-8.1685;-0.267979
neptune;21.1619;-21.3519;-0.0477107
sun;0.0126692;-0.00234568;-0.00031728
jupiter;-5.44295;-0.538796;0.123992
saturn;-3.49755;8.36728;-0.00609821
uranus;18.3246;-8.15602;-0.268007
neptune;21.17;-21.3437;-0.0480645
sun;0.012672;-0.00231955;-0.000317578
jupiter;-5.4406;-0.564809;0.124047
saturn;-3.51742;8.3594;-0.00517
uranus;18.3304;-8.14353;-0.268035
neptune;21.1781;-21.3355;-0.0484183
sun;0.0126746;-0.00229343;-0.000317874
jupiter;-5.43811;-0.590808;0.124099
saturn;-3.53728;8.35147;-0.00424176
uranus;18.3361;-8.13104;-0.268063
neptune;21.1861;-21.3273;-0.048772
sun;0.0126771;-0.00226731;-0.000318167
jupiter;-5.43549;-0.616793;0.124148
saturn;-3.55712;8.34349;-0.00331349
uranus;18.3418;-8.11854;-0.268091
neptune;21.1942;-21.3192;-0.0491258
sun;0.0126795;-0.00224118;-0.000318457
jupiter;-5.43274;-0.642764;0.124194
saturn;-3.57694;8.33547;-0.00238522
uranus;18.3475;-8.10604;-0.268119
neptune;21.2023;-21.311;-0.0494795
sun;0.0126818;-0.00221506;-0.000318744
jupiter;-5.42987;-0.668719;0.124237
saturn;-3.59674;8.32741;-0.00145693
uranus;18.3533;-8.09354;-0.268147
neptune;21.2103;-21.3028;-0.0498332
sun;0.0126839;-0.00218895;-0.000319029
jupiter;-5.42686;-0.694658;0.124278
saturn;-3.61653;8.3193;-0.000528629
uranus;18.3589;-8.08104;-0.268174
neptune;21.2184;-21.2946;-0.050187
sun;0.0126859;-0.00216284;-0.00031931
jupiter;-5.42372;-0.720581;0.124315
saturn;-3.63629;8.31115;0.00039967
uranus;18.3646;-8.06853;-0.268202
neptune;21.2264;-21.2864;-0.0505407
sun;0.0126877;-0.00213673;-0.000319589
jupiter;-5.42045;-0.746486;0.124349
saturn;-3.65603;8.30296;0.00132797
uranus;18.3703;-8.05601;-0.268229
neptune;21.2345;-21.2782;-0.0508944
sun;0.0126895;-0.00211062;-0.000319865
jupiter;-5.41705;-0.772374;0.12438
saturn;-3.67576;8.29472;0.00225625
uranus;18.376;-8.04349;-0.268256
neptune;21.2425;-21.27;-0.0512481
sun;0.0126911;-0.00208453;-0.000320138
jupiter;-5.41353;-0.798243;0.124409
saturn;-3.69546;8.28644;0.00318453
uranus;18.3816;-8.03097;-0.268284
neptune;21.2506;-21.2618;-0.0516018
sun;0.0126925;-0.00205843;-0.000320408
jupiter;-5.40987;-0.824093;0.124434
saturn;-3.71515;8.27811;0.00411278
uranus;18.3873;-8.01844;-0.26831
neptune;21.2586;-21.2536;-0.0519555
sun;0.0126939;-0.00203235;-0.000320675
jupiter;-5.40608;-0.849923;0.124456
saturn;-3.73482;8.26974;0.00504102
uranus;18.3929;-8.00591;-0.268337
neptune;21.2667;-21.2454;-0.0523091
sun;0.0126951;-0.00200627;-0.00032094
jupiter;-5.40216;-0.875733;0.124476
saturn;-3.75446;8.26133;0.00596922
uranus;18.3986;-7.99338;-0.268364
neptune;21.2747;-21.2372;-0.0526628
sun;0.0126962;-0.0019802;-0.000321201
jupiter;-5.39812;-0.901523;0.124492
saturn;-3.77409;8.25287;0.0068974
uranus;18.4042;-7.98084;-0.268391
neptune;21.2827;-21.229;-0.0530165
sun;0.0126971;-0.00195414;-0.00032146
jupiter;-5.39394;-0.92729;0.124506
saturn;-3.7937;8.24437;0.00782553
uranus;18.4098;-7.9683;-0.268417
neptune;21.2907;-21.2208;-0.0533701
sun;0.012698;-0.00192808;-0.000321716
jupiter;-5.38964;-0.953036;0.124516
saturn;-3.81328;8.23582;0.00875362
uranus;18.4154;-7.95575;-0.268443
neptune;21.2988;-21.2126;-0.0537238
sun;0.0126987;-0.00190204;-0.000321969
jupiter;-5.3852;-0.978759;0.124523
saturn;-3.83285;8.22724;0.00968167
uranus;18.421;-7.9432;-0.268469
neptune;21.3068;-21.2043;-0.0540774
sun;0.0126993;-0.00187601;-0.000322219
jupiter;-5.38064;-1.00446;0.124528
saturn;-3.8524;8.2186;0.0106097
uranus;18.4266;-7.93065;-0.268495
neptune;21.3148;-21.1961;-0.0544311
sun;0.0126997;-0.00184998;-0.000322467
jupiter;-5.37595;-1.03013;0.124529
saturn;-3.87192;8.20993;0.0115376
uranus;18.4322;-7.91809;-0.268521
neptune;21.3228;-21.1879;-0.0547847
sun;0.0127;-0.00182397;-0.000322711
jupiter;-5.37113;-1.05578;0.124528
saturn;-3.89143;8.20121;0.0124655
uranus;18.4378;-7.90553;-0.268547
neptune;21.3308;-21.1797;-0.0551383
sun;0.0127002;-0.00179797;-0.000322953
jupiter;-5.36618;-1.08141;0.124523
saturn;-3.91091;8.19245;0.0133933
uranus;18.4433;-7.89297;-0.268573
neptune;21.3388;-21.1714;-0.0554919
sun;0.0127003;-0.00177199;-0.000323191
jupiter;-5.3611;-1.10701;0.124516
saturn;-3.93038;8.18365;0.014321
uranus;18.4489;-7.8804;-0.268598
neptune;21.3468;-21.1632;-0.0558455
sun;0.0127002;-0.00174601;-0.000323427
jupiter;-5.35589;-1.13258;0.124505
saturn;-3.94982;8.1748;0.0152487
uranus;18.4544;-7.86782;-0.268623
neptune;21.3548;-21.1549;-0.0561991
sun;0.0127;-0.00172005;-0.00032366
jupiter;-5.35056;-1.15813;0.124492
saturn;-3.96924;8.16591;0.0161763
uranus;18.46;-7.85525;-0.268649
neptune;21.3628;-21.1467;-0.0565527
sun;0.0126997;-0.00169411;-0.00032389
jupiter;-5.3451;-1.18365;0.124475
saturn;-3.98864;8.15698;0.0171038
uranus;18.4655;-7.84267;-0.268674
neptune;21.3708;-21.1385;-0.0569063
sun;0.0126992;-0.00166818;-0.000324118
jupiter;-5.33951;-1.20914;0.124456
saturn;-4.00802;8.148;0.0180312
uranus;18.471;-7.83008;-0.268699
neptune;21.3788;-21.1302;-0.0572599
sun;0.0126987;-0.00164226;-0.000324342
jupiter;-5.33379;-1.2346;0.124434
saturn;-4.02738;8.13898;0.0189585
uranus;18.4765;-7.81749;-0.268724
neptune;21.3868;-21.122;-0.0576134
sun;0.012698;-0.00161637;-0.000324564
jupiter;-5.32794;-1.26003;0.124408
saturn;-4.04672;8.12992;0.0198857
uranus;18.482;-7.8049;-0.268748
neptune;21.3948;-21.1137;-0.057967
sun;0.0126971;-0.00159048;-0.000324782
jupiter;-5.32197;-1.28544;0.12438
saturn;-4.06604;8.12081;0.0208128
uranus;18.4875;-7.7923;-0.268773
neptune;21.4028;-21.1054;-0.0583205
sun;0.0126962;-0.00156462;-0.000324998
jupiter;-5.31587;-1.31081;0.124349
saturn;-4.08533;8.11166;0.0217397
uranus;18.493;-7.7797;-0.268797
neptune;21.4108;-21.0972;-0.058674
sun;0.0126951;-0.00153877;-0.000325211
jupiter;-5.30964;-1.33615;0.124314
saturn;-4.10461;8.10247;0.0226666
uranus;18.4984;-7.7671;-0.268822
neptune;21.4188;-21.0889;-0.0590276
sun;0.0126939;-0.00151295;-0.000325421
jupiter;-5.30328;-1.36146;0.124277
saturn;-4.12386;8.09324;0.0235934
uranus;18.5039;-7.75449;-0.268846
neptune;21.4267;-21.0806;-0.0593811
sun;0.0126925;-0.00148714;-0.000325628
jupiter;-5.2968;-1.38673;0.124237
saturn;-4.14309;8.08397;0.02452
uranus;18.5094;-7.74188;-0.26887
neptune;21.4347;-21.0724;-0.0597346
sun;0.0126911;-0.00146135;-0.000325833
jupiter;-5.29019;-1.41198;0.124193
saturn;-4.1623;8.07465;0.0254465
uranus;18.5148;-7.72927;-0.268894
neptune;21.4427;-21.0641;-0.0600881
sun;0.0126895;-0.00143558;-0.000326034
jupiter;-5.28346;-1.43718;0.124147
saturn;-4.18149;8.06529;0.0263729
uranus;18.5202;-7.71665;-0.268918
neptune;21.4506;-21.0558;-0.0604416
sun;0.0126877;-0.00140983;-0.000326233
jupiter;-5.27659;-1.46236;0.124098
saturn;-4.20065;8.05588;0.0272991
uranus;18.5257;-7.70403;-0.268941
neptune;21.4586;-21.0475;-0.0607951
sun;0.0126859;-0.00138411;-0.000326429
jupiter;-5.26961;-1.4875;0.124046
saturn;-4.21979;8.04644;0.0282251
uranus;18.5311;-7.6914;-0.268965
neptune;21.4666;-21.0393;-0.0611486
sun;0.0126839;-0.00135841;-0.000326621
jupiter;-5.26249;-1.5126;0.123991
saturn;-4.23891;8.03695;0.0291511
uranus;18.5365;-7.67877;-0.268988
neptune;21.4745;-21.031;-0.061502
sun;0.0126818;-0.00133272;-0.000326811
jupiter;-5.25525;-1.53767;0.123933
saturn;-4.25801;8.02742;0.0300768
uranus;18.5419;-7.66614;-0.269011
neptune;21.4825;-21.0227;-0.0618555
sun;0.0126796;-0.00130707;-0.000326999
jupiter;-5.24788;-1.5627;0.123872
saturn;-4.27709;8.01785;0.0310025
uranus;18.5473;-7.6535;-0.269035
neptune;21.4904;-21.0144;-0.0622089
sun;0.0126773;-0.00128143;-0.000327183
jupiter;-5.24039;-1.5877;0.123808
saturn;-4.29614;8.00823;0.0319279
uranus;18.5527;-7.64086;-0.269058
neptune;21.4984;-21.0061;-0.0625624
sun;0.0126748;-0.00125582;-0.000327364
jupiter;-5.23278;-1.61265;0.123741
saturn;-4.31517;7.99858;0.0328532
uranus;18.558;-7.62821;-0.26908
neptune;21.5063;-20.9978;-0.0629158
sun;0.0126722;-0.00123024;-0.000327543
jupiter;-5.22503;-1.63757;0.123671
saturn;-4.33418;7.98888;0.0337783
uranus;18.5634;-7.61556;-0.269103
neptune;21.5142;-20.9895;-0.0632692
sun;0.0126694;-0.00120468;-0.000327718
jupiter;-5.21717;-1.66245;0.123598
saturn;-4.35316;7.97914;0.0347032
uranus;18.5687;-7.60291;-0.269126
neptune;21.5222;-20.9812;-0.0636226
sun;0.0126666;-0.00117915;-0.000327891
jupiter;-5.20917;-1.68729;0.123522
saturn;-4.37213;7.96936;0.035628
uranus;18.5741;-7.59025;-0.269148
neptune;21.5301;-20.9729;-0.063976
sun;0.0126636;-0.00115364;-0.000328061
jupiter;-5.20106;-1.71209;0.123443
saturn;-4.39106;7.95953;0.0365525
uranus;18.5794;-7.57759;-0.269171
neptune;21.538;-20.9646;-0.0643294
sun;0.0126605;-0.00112816;-0.000328228
jupiter;-5.19281;-1.73685;0.123361
saturn;-4.40998;7.94967;0.0374769
uranus;18.5847;-7.56493;-0.269193
neptune;21.546;-20.9563;-0.0646828
sun;0.0126573;-0.00110271;-0.000328392
jupiter;-5.18445;-1.76156;0.123277
saturn;-4.42887;7.93976;0.0384011
uranus;18.5901;-7.55226;-0.269215
neptune;21.5539;-20.9479;-0.0650362
sun;0.0126539;-0.00107729;-0.000328553
jupiter;-5.17596;-1.78624;0.123189
saturn;-4.44774;7.92981;0.039325
uranus;18.5954;-7.53959;-0.269237
neptune;21.5618;-20.9396;-0.0653896
sun;0.0126505;-0.0010519;-0.000328712
jupiter;-5.16734;-1.81087;0.123098
saturn;-4.46659;7.91982;0.0402488
uranus;18.6007;-7.52692;-0.269259
neptune;21.5697;-20.9313;-0.0657429
sun;0.0126469;-0.00102654;-0.000328867
jupiter;-5.15861;-1.83546;0.123005
saturn;-4.48541;7.90979;0.0411723
uranus;18.606;-7.51424;-0.26928
neptune;21.5776;-20.923;-0.0660963
sun;0.0126431;-0.00100121;-0.00032902
jupiter;-5.14975;-1.86001;0.122908
saturn;-4.50421;7.89971;0.0420956
uranus;18.6112;-7.50155;-0.269302
neptune;21.5856;-20.9146;-0.0664496
sun;0.0126393;-0.000975903;-0.00032917
jupiter;-5.14076;-1.88451;0.122809
saturn;-4.52299;7.8896;0.0430188
uranus;18.6165;-7.48887;-0.269323
neptune;21.5935;-20.9063;-0.0668029
sun;0.0126353;-0.000950633;-0.000329317
jupiter;-5.13165;-1.90896;0.122706
saturn;-4.54174;7.87944;0.0439416
uranus;18.6218;-7.47618;-0.269344
neptune;21.6014;-20.898;-0.0671562
sun;0.0126312;-0.000925395;-0.000329461
jupiter;-5.12242;-1.93337;0.122601
saturn;-4.56047;7.86924;0.0448643
uranus;18.627;-7.46349;-0.269366
neptune;21.6093;-20.8896;-0.0675096
sun;0.012627;-0.00090019;-0.000329602
jupiter;-5.11307;-1.95774;0.122493
saturn;-4.57917;7.85901;0.0457867
uranus;18.6323;-7.45079;-0.269387
neptune;21.6172;-20.8813;-0.0678629
sun;0.0126227;-0.000875017;-0.00032974
jupiter;-5.1036;-1.98205;0.122381
saturn;-4.59785;7.84873;0.0467089
uranus;18.6375;-7.43809;-0.269407
neptune;21.6251;-20.873;-0.0682161
sun;0.0126182;-0.000849879;-0.000329876
jupiter;-5.094;-2.00632;0.122267
saturn;-4.61651;7.8384;0.0476308
uranus;18.6427;-7.42538;-0.269428
neptune;21.633;-20.8646;-0.0685694
sun;0.0126136;-0.000824774;-0.000330008
jupiter;-5.08428;-2.03054;0.12215
saturn;-4.63514;7.82804;0.0485525
uranus;18.648;-7.41268;-0.269449
neptune;21.6409;-20.8563;-0.0689227
sun;0.0126089;-0.000799705;-0.000330138
jupiter;-5.07444;-2.05472;0.12203
saturn;-4.65375;7.81764;0.0494739
uranus;18.6532;-7.39997;-0.269469
neptune;21.6487;-20.8479;-0.0692759
sun;0.0126041;-0.000774671;-0.000330265
jupiter;-5.06448;-2.07884;0.121907
saturn;-4.67233;7.80719;0.050395
uranus;18.6584;-7.38725;-0.26949
neptune;21.6566;-20.8395;-0.0696292
sun;0.0125991;-0.000749673;-0.000330389
jupiter;-5.05439;-2.10292;0.121781
saturn;-4.69089;7.79671;0.0513159
uranus;18.6635;-7.37453;-0.26951
neptune;21.6645;-20.8312;-0.0699824
sun;0.012594;-0.000724712;-0.00033051
jupiter;-5.04419;-2.12694;0.121653
saturn;-4.70942;7.78618;0.0522365
uranus;18.6687;-7.36181;-0.26953
neptune;21.6724;-20.8228;-0.0703357
sun;0.0125888;-0.000699788;-0.000330628
jupiter;-5.03386;-2.15091;0.121521
saturn;-4.72793;7.77562;0.0531569
uranus;18.6739;-7.34908;-0.26955
neptune;21.6803;-20.8145;-0.0706889
sun;0.0125835;-0.000674902;-0.000330744
jupiter;-5.02341;-2.17484;0.121386
saturn;-4.74641;7.76501;0.054077
uranus;18.6791;-7.33635;-0.26957
neptune;21.6881;-20.8061;-0.0710421
sun;0.0125781;-0.000650054;-0.000330857
jupiter;-5.01285;-2.19871;0.121249
saturn;-4.76487;7.75436;0.0549967
uranus;18.6842;-7.32362;-0.26959
neptune;21.696;-20.7977;-0.0713953
sun;0.0125725;-0.000625245;-0.000330966
jupiter;-5.00216;-2.22252;0.121108
saturn;-4.78331;7.74367;0.0559162
uranus;18.6894;-7.31088;-0.269609
neptune;21.7039;-20.7893;-0.0717485
sun;0.0125668;-0.000600476;-0.000331073
jupiter;-4.99135;-2.24629;0.120965
saturn;-4.80172;7.73294;0.0568354
uranus;18.6945;-7.29814;-0.269629
neptune;21.7117;-20.781;-0.0721017
sun;0.012561;-0.000575746;-0.000331177
jupiter;-4.98043;-2.27;0.120819
saturn;-4.8201;7.72217;0.0577543
uranus;18.6996;-7.2854;-0.269648
neptune;21.7196;-20.7726;-0.0724548
sun;0.0125551;-0.000551057;-0.000331278
jupiter;-4.96938;-2.29366;0.12067
saturn;-4.83846;7.71136;0.0586729
uranus;18.7047;-7.27265;-0.269667
neptune;21.7274;-20.7642;-0.072808
sun;0.012549;-0.000526409;-0.000331377
jupiter;-4.95821;-2.31726;0.120518
saturn;-4.85679;7.70051;0.0595912
uranus;18.7098;-7.2599;-0.269686
neptune;21.7353;-20.7558;-0.0731611
sun;0.0125429;-0.000501803;-0.000331472
jupiter;-4.94693;-2.3408;0.120363
saturn;-4.8751;7.68962;0.0605092
uranus;18.7149;-7.24715;-0.269705
neptune;21.7431;-20.7474;-0.0735143
sun;0.0125366;-0.00047724;-0.000331565
jupiter;-4.93553;-2.36429;0.120205
saturn;-4.89339;7.67869;0.0614269
uranus;18.72;-7.23439;-0.269724
neptune;21.751;-20.739;-0.0738674
sun;0.0125302;-0.000452719;-0.000331655
jupiter;-4.92401;-2.38773;0.120045
saturn;-4.91164;7.66772;0.0623442
uranus;18.7251;-7.22163;-0.269742
neptune;21.7588;-20.7306;-0.0742205
sun;0.0125237;-0.000428241;-0.000331742
jupiter;-4.91237;-2.4111;0.119881
saturn;-4.92988;7.65671;0.0632612
uranus;18.7302;-7.20886;-0.269761
neptune;21.7667;-20.7222;-0.0745736
sun;0.012517;-0.000403808;-0.000331826
jupiter;-4.90061;-2.43442;0.119715
saturn;-4.94808;7.64566;0.0641779
uranus;18.7352;-7.19609;-0.269779
neptune;21.7745;-20.7138;-0.0749267
sun;0.0125102;-0.000379419;-0.000331907
jupiter;-4.88873;-2.45768;0.119545
saturn;-4.96626;7.63457;0.0650943
uranus;18.7403;-7.18332;-0.269798
neptune;21.7823;-20.7054;-0.0752798
sun;0.0125034;-0.000355075;-0.000331986
jupiter;-4.87674;-2.48088;0.119373
saturn;-4.98442;7.62344;0.0660103
uranus;18.7453;-7.17055;-0.269816
neptune;21.7902;-20.697;-0.0756328
sun;0.0124964;-0.000330777;-0.000332062
jupiter;-4.86463;-2.50403;0.119198
saturn;-5.00254;7.61227;0.0669259
uranus;18.7504;-7.15777;-0.269834
neptune;21.798;-20.6886;-0.0759859
sun;0.0124892;-0.000306525;-0.000332134
jupiter;-4.85241;-2.52711;0.11902
saturn;-5.02064;7.60106;0.0678412
uranus;18.7554;-7.14498;-0.269851
neptune;21.8058;-20.6802;-0.0763389
sun;0.012482;-0.000282319;-0.000332204
jupiter;-4.84007;-2.55013;0.118839
saturn;-5.03872;7.58981;0.0687562
uranus;18.7604;-7.1322;-0.269869
neptune;21.8136;-20.6718;-0.076692
sun;0.0124746;-0.000258161;-0.000332272
jupiter;-4.82761;-2.57309;0.118656
saturn;-5.05677;7.57852;0.0696708
uranus;18.7654;-7.11941;-0.269887
neptune;21.8214;-20.6634;-0.077045
sun;0.0124672;-0.000234051;-0.000332336
jupiter;-4.81503;-2.59599;0.118469
saturn;-5.07479;7.56719;0.070585
uranus;18.7704;-7.10662;-0.269904
neptune;21.8293;-20.6549;-0.077398
sun;0.0124596;-0.00020999;-0.000332398
jupiter;-4.80234;-2.61883;0.11828
saturn;-5.09279;7.55582;0.0714989
uranus;18.7754;-7.09382;-0.269922
neptune;21.8371;-20.6465;-0.077751
sun;0.0124519;-0.000185977;-0.000332456
jupiter;-4.78954;-2.6416;0.118088
saturn;-5.11076;7.54442;0.0724124
uranus;18.7804;-7.08102;-0.269939
neptune;21.8449;-20.6381;-0.078104
sun;0.012444;-0.000162014;-0.000332512
jupiter;-4.77662;-2.66431;0.117893
saturn;-5.1287;7.53297;0.0733255
uranus;18.7853;-7.06822;-0.269956
